job_title,company_name,company_location,time,job_type,work_location,level,experince_years,job_skills,url
"IT Help Desk","Delta Egypt For Lighting","Obour City, Cairo, Egypt","2 months ago","Full Time","On-site","Entry Level","0 - 3 Yrs of Exp","IT/Software Development - Information Technology (IT) - Help desk - ERP - SAP - English - computer - ITComputer Science","https://wuzzuf.net/jobs/p/aktE7x8i9xDG-IT-Help-Desk-Delta-Egypt-For-Lighting-Cairo-Egypt"
"Senior Backend Laravel Developer (Experienced)","Road9 Media","Maadi, Cairo, Egypt","2 months ago","Full Time","Remote","Experienced","5 - 7 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - Development - Laravel - Information Technology (IT) - RESTful - PHPComputer Science - Database - MySQL","https://wuzzuf.net/jobs/p/638v9Befd96j-Senior-Backend-Laravel-Developer-Experienced-Road9-Media-Cairo-Egypt"
"Oracle Fusion SCM Support Specialist","Confidential","10th of Ramadan City, Cairo, Egypt","2 months ago","Full Time","On-site","Experienced","1 - 3 Yrs of Exp","IT/Software Development - Logistics/Supply Chain - CloudComputer Science - Customer Support - Fusion - Information Technology (IT) - Oracle - Oracle Fusion - SCM","https://wuzzuf.net/jobs/p/fzpt4QFnJtJ4-Oracle-Fusion-SCM-Support-Specialist-Cairo-Egypt"
"Senior Testing/Quality Assurance","Sulfah","Maadi, Cairo, Egypt","2 months ago","Full Time","On-site","Experienced","4 - 8 Yrs of Exp","IT/Software Development - Quality - Automation TestingComputer Science - Information Technology (IT) - ISTQB - quality - Quality Assurance - Software - Testing","https://wuzzuf.net/jobs/p/8KnChSufnSsG-Senior-TestingQuality-Assurance-Sulfah-Cairo-Egypt"
"Senior Full stack developer .Net/Angular","GAMP LTD","Smouha, Alexandria, Egypt","2 months ago","Full Time","On-site","Experienced","5 - 10 Yrs of Exp","IT/Software Development - AngularComputer Science - Full Stack Developer - Full Stack - developer - Information Technology (IT) - JavaScript - NET - Software Development","https://wuzzuf.net/jobs/p/UhC2SQHPp915-Senior-Full-stack-developer-NetAngular-GAMP-LTD-Alexandria-Egypt"
"Senior Full Stack developer (.Net & Angular)","GS - GEO Solutions","New Cairo, Cairo, Egypt","2 months ago","Full Time","Hybrid","Experienced","5 - 7 Yrs of Exp","IT/Software Development - .Net - CSS - HTML5 - Information Technology (IT) - Software - Software Development - jQuery - JavaScript - ASP.Net","https://wuzzuf.net/jobs/p/SoEtUTRsA3ND-Senior-Full-Stack-developer-Net-Angular-GS---GEO-Solutions-Cairo-Egypt"
"Senior Information Security specialist","Allianz","New Cairo, Cairo, Egypt","2 months ago","Full Time","On-site","Experienced","3 - 5 Yrs of Exp","IT/Software Development - Engineering - Telecom/TechnologyComputer Science - Engineering - Information Technology (IT) - Information Security - Computer Engineering","https://wuzzuf.net/jobs/p/WsWjjhZb7jJn-Senior-Information-Security-specialist-Allianz-Cairo-Egypt"
"IT Specialist - Hurghada","Ibn Sina Pharma","Hurghada, Red Sea, Egypt","2 months ago","Full Time","On-site","Entry Level","1 - 2 Yrs of Exp","IT/Software Development - Engineering - Telecom/Technology - CCNA - computerComputer Science - Engineering - English - Information Technology (IT) - Maintenance - MCSA","https://wuzzuf.net/jobs/p/NfYLY2esyieK-IT-Specialist---Hurghada-Ibn-Sina-Pharma-Red-Sea-Egypt"
"IT Specialist","Samir and Aly Stationery Houses and Co.","Nasr City, Cairo, Egypt","2 months ago","Full Time","On-site","Experienced","0 - 1 Yrs of Exp","IT/Software Development - Communication - Communication skills - IT - Installation - Networks - Technical SupportComputer Science","https://wuzzuf.net/jobs/p/H2pYkl12ADqW-IT-Specialist-Samir-and-Aly-Stationery-Houses-and-Co-Cairo-Egypt"
"Laravel Developer","Marketopia Programming and Marketing","Alexandria, Egypt","2 months ago","Full Time","On-site","Experienced","2 - 5 Yrs of Exp","IT/Software Development - Project/Program Management - Engineering - Other - Laravel - APIs - PHP - Vue.js - flutterComputer Science - Agile","https://wuzzuf.net/jobs/p/dttdTvSS9fOl-Laravel-Developer-Marketopia-Programming-and-Marketing-Alexandria-Egypt"
"IT Service Desk Specialist (Delta Governorates)","Erada","Tanta, Gharbia, Egypt","2 months ago","Full Time","On-site","Experienced","2 - 4 Yrs of Exp","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Customer Service - CCNA - Communication skills - Help desk - Information Technology (IT) - IT - English","https://wuzzuf.net/jobs/p/d5xnRKjSsNLC-IT-Service-Desk-Specialist-Delta-Governorates-Erada-Gharbia-Egypt"
"Senior Network Engineer","RAMW","Nasr City, Cairo, Egypt","2 months ago","Full Time","On-site","Experienced","5 - 10 Yrs of Exp","IT/Software Development - CCNPComputer Science - IT - Networking - Software Development","https://wuzzuf.net/jobs/p/pyBTnHVs2iXS-Senior-Network-Engineer-RAMW-Cairo-Egypt"
"IT Infrastructure Engineer","Kellogg Tolaram Noodles Egypt LLC","6th of October, Giza, Egypt","2 months ago","Full Time","On-site","Manager","8 - 15 Yrs of Exp","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - CCNA - CloudComputer Science - Information Technology (IT) - Infrastructure - IT - Software Development","https://wuzzuf.net/jobs/p/X4U0LxCEUVH5-IT-Infrastructure-Engineer-Kellogg-Tolaram-Noodles-Egypt-LLC-Giza-Egypt"
"IT System Engineer","Nahdet Misr Publishing Group","Mohandessin, Giza, Egypt","2 months ago","Full Time","On-site","Experienced","3 - 6 Yrs of Exp","Installation/Maintenance/Repair - IT/Software Development - computer - Information Technology (IT) - MicrosoftScience - MCSE","https://wuzzuf.net/jobs/p/XEWhPW2RDRoj-IT-System-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt"
"Reservoir Engineer III","Weatherford - United Kingdom","Khobar, Saudi Arabia","6 days ago","Full Time","","Not specified","computer science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - information technology (it)computer science - engineering - sql - petroleum - gas - oil","https://wuzzuf.net/jobs/p/g/81Qqbw2bapPd-Reservoir-Engineer-III-Weatherford---United-Kingdom-Khobar-Saudi-Arabia"
"Cybersecurity Analyst","Yanbu Aramco Sinopec Refining Company (YASREF)","Yanbu, Saudi Arabia","12 days ago","Full Time","","Experienced","4+ Yrs of Exp","IT/Software Development - Analyst/Research - Engineering - Telecom/Technologycomputer science - information technology (it) - cybersecurity - cyber security - security - management","https://wuzzuf.net/jobs/p/g/XPQ8swE4HSTo-Cybersecurity-Analyst-Yanbu-Aramco-Sinopec-Refining-Company-YASREF-Yanbu-Saudi-Arabia"
"Cybersecurity Lead","Splonline","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","computer science","IT/Software Development - Marketing/PR/Advertising - Engineering - Telecom/Technology - information technology (it)computer science - cybersecurity - engineering - compliance - implementation - information security","https://wuzzuf.net/jobs/p/g/nXC5agTKOQOc-Cybersecurity-Lead-Splonline-Riyadh-Saudi-Arabia"
"IT Intern","Middlesex University Duba","Dubai, United Arab Emirates","8 days ago","Full Time","","Not specified","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Microsoft Office - Computer Skills - CCNA - Communication Skills - Computer Engineering","https://wuzzuf.net/jobs/p/g/m5KVqw3vYMEd-IT-Intern-Middlesex-University-Duba-Dubai-United-Arab-Emirates"
"Power BI Developer","VAM Systems","Doha, Qatar","8 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Analyst/Research - Engineering - Telecom/TechnologyComputer Science - Information Technology (IT) - BI - SQL - Business Intelligence - Power BI - Software Development","https://wuzzuf.net/jobs/p/g/7OIYmA8qfRld-Power-BI-Developer-VAM-Systems-Doha-Qatar"
"Database Administrator","DallahHealth","Riyadh, Saudi Arabia","2 days ago","Full Time","","Entry Level","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - SQL - Oracle - Database Administration - Database - Linux","https://wuzzuf.net/jobs/p/g/KGG3CJszMYRD-Database-Administrator-DallahHealth-Riyadh-Saudi-Arabia"
"Broadcast Developer, KSA","ESL FACEIT GROUP","Riyadh, Saudi Arabia","5 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Sales/Retail - Engineering - Telecom/TechnologyComputer Science - Information Technology (IT) - Software Development - Engineering - Software Engineering - .NET - Angular","https://wuzzuf.net/jobs/p/g/ZvIduXTXexSG-Broadcast-Developer-KSA-ESL-FACEIT-GROUP-Riyadh-Saudi-Arabia"
"Customer and Prospect Management (CPM) Intern (Apply via Link)","Middlesex University Duba","Dubai, United Arab Emirates","5 days ago","Full Time","","Not specified","None","Customer Service/Support - Operations/Management - Sales/Retail - Customer Service - Customer Care - Customer Support - Management - Call Center - Sales - Operations","https://wuzzuf.net/jobs/p/g/tMN5dxkOccKz-Customer-and-Prospect-Management-CPM-Intern-Apply-via-Link-Middlesex-University-Duba-Dubai-United-Arab-Emirates"
"SaaS Sales Expert","IQ Data","Riyadh, Saudi Arabia","4 days ago","Full Time","","Experienced","None","IT/Software Development - Sales/Retail - Engineering - Mechanical/Electrical - Sales - Sales Skills - Engineering - Indoor Sales - Outdoor Sales - Electrical Engineering - Electrical Power","https://wuzzuf.net/jobs/p/g/CeszdTm52KNv-SaaS-Sales-Expert-IQ-Data-Riyadh-Saudi-Arabia"
"Cybersecurity Governance & Architecture Manager","Splonline","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","computer science","Engineering - Construction/Civil/Architecture - IT/Software Development - Engineering - Telecom/Technology - information technology (it)computer science - engineering - architecture - customer service - cybersecurity - compliance","https://wuzzuf.net/jobs/p/g/bDwBPKQTOqat-Cybersecurity-Governance-Architecture-Manager-Splonline-Riyadh-Saudi-Arabia"
"Sales Representative","Kuwait Airways","Kuwait City, Kuwait","1 hour ago","Full Time","","Entry Level","None","Customer Service/Support - Medical/Healthcare - Sales/Retail - Sales - Sales Skills - Sales Target - Customer Service - Customer Support - Customer Care - Outdoor Sales","https://wuzzuf.net/jobs/p/g/u2qOfNmG73kn-Sales-Representative-Kuwait-Airways-Kuwait-City-Kuwait"
"Information Processor - Legal Document Management","Intoude Foundation","Kuwait City, Kuwait","7 days ago","Full Time","","Entry Level","Computer Science","IT/Software Development - Strategy/Consulting - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Computer Engineering - APIs - Accounting - Analysis - Business","https://wuzzuf.net/jobs/p/g/WUU5Qa9M5ZIO-Information-Processor---Legal-Document-Management-Intoude-Foundation-Kuwait-City-Kuwait"
"Artificial Intelligence Engineer","The Group Securities","Doha, Qatar","5 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - Artificial IntelligenceComputer Science - Information Technology (IT) - Software Engineering - Computer Engineering - Software Development - Engineering","https://wuzzuf.net/jobs/p/g/L0MpAp6F7dt6-Artificial-Intelligence-Engineer-The-Group-Securities-Doha-Qatar"
"Senior Contract Engineer (ADNOC Retired Recently) Required for ADNOC","Velosi Integrity & Safety Pakistan (Pvt.) Ltd.","Dubai, United Arab Emirates","7 days ago","Freelance / Project","","Experienced","Computer Science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - Engineering - Information Technology (IT)Computer Science - Software Engineering - Software Development - Computer Engineering - Mechanical Engineering","https://wuzzuf.net/jobs/p/g/7T451DDVqvNb-Senior-Contract-Engineer-ADNOC-Retired-Recently-Required-for-ADNOC-Velosi-Integrity-Safety-Pakistan-Pvt-Ltd-Dubai-United-Arab-Emirates"
"Business Administrator in UAE (English / Arabic Speaker)","TableCheck","Dubai, United Arab Emirates","4 days ago","Freelance / Project","","Experienced","None","Administration - Business Development - IT/Software Development - Administration - Microsoft Office - Business Administration - Business Development - Engineering - Information Technology (IT) - Office Management","https://wuzzuf.net/jobs/p/g/J5Ddsmmc4FYY-Business-Administrator-in-UAE-English-Arabic-Speaker-TableCheck-Dubai-United-Arab-Emirates"
"Product Manager","Arabic Computer Systems ltd","Riyadh, Saudi Arabia","8 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Marketing/PR/Advertising - Sales/Retail - Product Management - Marketing - Sales - Information Technology (IT)Computer Science - Project Management - Sales Skills","https://wuzzuf.net/jobs/p/g/09UIAe2lIGqt-Product-Manager-Arabic-Computer-Systems-ltd-Riyadh-Saudi-Arabia"
"geospatial technical manager","Alqotr","Riyadh, Saudi Arabia","2 days ago","Full Time","","Experienced","Computer Science","Engineering - Construction/Civil/Architecture - IT/Software Development - Engineering - Telecom/Technology - Engineering - Civil Engineering - Technical Office - Information Technology (IT) - Project ManagementComputer Science - AutoCAD","https://wuzzuf.net/jobs/p/g/sqtd4xq6cq93-geospatial-technical-manager-Alqotr-Riyadh-Saudi-Arabia"
"Operations Support Specialist","Adecco","Dubai, United Arab Emirates","7 days ago","Full Time","","Not specified","Computer Science","Customer Service/Support - IT/Software Development - Operations/Management - Customer Service - Customer Support - Information Technology (IT) - Customer CareComputer Science - Technical Support - Operations","https://wuzzuf.net/jobs/p/g/J2yUM9vCSPY3-Operations-Support-Specialist-Adecco-Dubai-United-Arab-Emirates"
"Business Analyst, GCC Category Excellence (Fashion)","Q Tech General Trading LLC","Dubai, United Arab Emirates","2 days ago","Full Time","","Not specified","computer science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - information technology (it)computer science - analysis - microsoft office - financial analysis - sql - engineering","https://wuzzuf.net/jobs/p/g/6O1USZiiiYcK-Business-Analyst-GCC-Category-Excellence-Fashion-Q-Tech-General-Trading-LLC-Dubai-United-Arab-Emirates"
"Cloud Security Sr. Specialist","Saudi Tourism Authority","Riyadh, Saudi Arabia","6 days ago","Full Time","","Not specified","computer science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - information technology (it)computer science - engineering - sales - cloud - security - it","https://wuzzuf.net/jobs/p/g/1HwTdQeMYdNp-Cloud-Security-Sr-Specialist-Saudi-Tourism-Authority-Riyadh-Saudi-Arabia"
"Product Specialist ( Aesthetic Injectables ) - Saudi National - Riyadh","Imdad","Riyadh, Saudi Arabia","3 days ago","Full Time","","Not specified","Science","Medical/Healthcare - Sales/Retail - Pharmaceutical - Sales - Sales Skills - Pharmacy - MedicalScience - Sales Target - Pharmaceutical","https://wuzzuf.net/jobs/p/g/OvT8Me7IV99y-Product-Specialist-Aesthetic-Injectables---Saudi-National---Riyadh-Imdad-Riyadh-Saudi-Arabia"
"Systems Engineer","HRInvest","Kuwait City, Kuwait","5 days ago","Full Time","","Experienced","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Engineering - Computer Engineering - Software Engineering - Installation - Software Development","https://wuzzuf.net/jobs/p/g/FbqtlYiUb0jL-Systems-Engineer-HRInvest-Kuwait-City-Kuwait"
"Manager, HRIS","National Security Services","Riyadh, Saudi Arabia","5 days ago","Full Time","","Not specified","None","Human Resources - IT/Software Development - Engineering - Telecom/Technology - Human Resources (HR) - HRIS - Microsoft Office - Recruitment - HR - Personnel - Business Administration","https://wuzzuf.net/jobs/p/g/nWb3EqSOWhpT-Manager-HRIS-National-Security-Services-Riyadh-Saudi-Arabia"
"Business Intelligence Engineer, MENA Marketplace","Q-Express Documents Transport - G25","Dubai, United Arab Emirates","4 days ago","Full Time","","Not specified","computer science","IT/Software Development - Sales/Retail - Engineering - Telecom/Technologycomputer science - information technology (it) - engineering - sales - sql - business intelligence - bi","https://wuzzuf.net/jobs/p/g/ox44dbZSsD8h-Business-Intelligence-Engineer-MENA-Marketplace-Q-Express-Documents-Transport---G25-Dubai-United-Arab-Emirates"
"Principal Maintenance Excellence Specialist (Priority is Mechanical/Rotating discipline)","Velosi Integrity & Safety Pakistan (Pvt.) Ltd.","Dubai, United Arab Emirates","7 days ago","Full Time","","Manager","computer science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - information technology (it)computer science - maintenance - installation - management - business - planning","https://wuzzuf.net/jobs/p/g/fyNhsiWXLWh3-Principal-Maintenance-Excellence-Specialist-Priority-is-MechanicalRotating-discipline-Velosi-Integrity-Safety-Pakistan-Pvt-Ltd-Dubai-United-Arab-Emirates"
"Cybersecurity Analyst","Yanbu Aramco Sinopec Refining Company (YASREF) Ltd.","Riyadh, Saudi Arabia","12 days ago","Full Time","","Not specified","computer science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technologycomputer science - information technology (it) - cybersecurity - cyber security - security","https://wuzzuf.net/jobs/p/g/KAKa24PbWdXR-Cybersecurity-Analyst-Yanbu-Aramco-Sinopec-Refining-Company-YASREF-Ltd-Riyadh-Saudi-Arabia"
"Salesforce Consultant","ECS | Enterprise Change Specialists","Dubai, United Arab Emirates","3 days ago","Freelance / Project","","Experienced","computer science","Business Development - IT/Software Development - Sales/Retail - sales - sales skillscomputer science - information technology (it) - salesforce - apex - management","https://wuzzuf.net/jobs/p/g/UNS7HThRUpv3-Salesforce-Consultant-ECS-Enterprise-Change-Specialists-Dubai-United-Arab-Emirates"
"Flying Qualities and Aircraft Modeling/Simulation Engineer (6-DoF)","ARENGY","Dubai, United Arab Emirates","2 days ago","Full Time","","Entry Level","computer science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - engineeringcomputer science - mechanical engineering - information technology (it) - mechanical - design - development","https://wuzzuf.net/jobs/p/g/B0IYJFsizAIh-Flying-Qualities-and-Aircraft-ModelingSimulation-Engineer-6-DoF-ARENGY-Dubai-United-Arab-Emirates"
"Restaurant Manager","The Ned","Doha, Qatar","23 hours ago","Full Time","","Experienced","None","Hospitality/Hotels/Food Services - Operations/Management - Sales/Retail - Hospitality - Restaurant - Hotels - Management - Restaurant Management Software - Microsoft Office - Operations","https://wuzzuf.net/jobs/p/g/J6QVnUCbVY4b-Restaurant-Manager-The-Ned-Doha-Qatar"
"Business Analyst - Intern (Remote Internship)","Kreativstorm","Dubai, United Arab Emirates","1 day ago","Part Time","","Student","Computer Science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - Business Analysis - Information Technology (IT)Computer Science - Analysis - Software Development - Software - Computer Engineering","https://wuzzuf.net/jobs/p/g/q4z9KYUPF8G1-Business-Analyst---Intern-Remote-Internship-Kreativstorm-Dubai-United-Arab-Emirates"
"Information Technology Manager","Al-Qahtani Pipe Coating Industries (AQPCI)","Riyadh, Saudi Arabia","5 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Project/Program Management - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Project Management - Engineering - Software Development - Computer Engineering - Management","https://wuzzuf.net/jobs/p/g/1ecPlN8LUkEw-Information-Technology-Manager-Al-Qahtani-Pipe-Coating-Industries-AQPCI-Riyadh-Saudi-Arabia"
"Chief Technology Officer","webook.com | We're All About Fun","Riyadh, Saudi Arabia","1 day ago","Full Time","","Senior Management","None","Accounting/Finance - Operations/Management - C-Level Executive/GM/Director - Finance - Accounting - Financial Management - Financial Analysis - Management - MBA - Information Technology (IT)","https://wuzzuf.net/jobs/p/g/QYJib40OKpBv-Chief-Technology-Officer-webook-com-Were-All-About-Fun-Riyadh-Saudi-Arabia"
"Senior IT Ops Engineer","UNIFONIC","Riyadh, Saudi Arabia","2 days ago","Full Time","","Not specified","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - CCNA - Software Engineering - Installation - MCSA - Networking","https://wuzzuf.net/jobs/p/g/H4HiaRvTSl1U-Senior-IT-Ops-Engineer-UNIFONIC-Riyadh-Saudi-Arabia"
"Solution Consultant @ KSA","China Mobile International Middle East & Africa","Riyadh, Saudi Arabia","4 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Sales/Retail - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Sales - Sales Skills - ERP - Engineering - Customer Service","https://wuzzuf.net/jobs/p/g/Nfuv461zscpl-Solution-Consultant-KSA-China-Mobile-International-Middle-East-Africa-Riyadh-Saudi-Arabia"
"Tech Prof-Completions","Halliburton Energy Services, Inc.","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","computer science","IT/Software Development - Project/Program Management - Engineering - Telecom/Technology - information technology (it)computer science - computer engineering - aws - engineering - sales - software","https://wuzzuf.net/jobs/p/g/12uleiQTnjeZ-Tech-Prof-Completions-Halliburton-Energy-Services-Inc-Riyadh-Saudi-Arabia"
"Analyst, Patient Experience","Healthpoint","Dubai, United Arab Emirates","6 days ago","Full Time","","Entry Level","computer science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - information technology (it)computer science - analysis - software development - microsoft office - english - healthcare","https://wuzzuf.net/jobs/p/g/TaErSHp216RB-Analyst-Patient-Experience-Healthpoint-Dubai-United-Arab-Emirates"
"Service Engineer","Olayan Saudi Holding Company","Riyadh, Saudi Arabia","7 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Sales/Retail - Engineering - Telecom/Technology - Customer Service - Engineering - Information Technology (IT)Computer Science - Customer Care - Customer Support - Sales","https://wuzzuf.net/jobs/p/g/aEbACDDTahJR-Service-Engineer-Olayan-Saudi-Holding-Company-Riyadh-Saudi-Arabia"
"Assistant Project Planning Analyst","3C Metal","Dubai, United Arab Emirates","7 days ago","Full Time","","Entry Level","computer science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - information technology (it)computer science - engineering - microsoft office - management - analysis - software","https://wuzzuf.net/jobs/p/g/TYM6T5pz7tMS-Assistant-Project-Planning-Analyst-3C-Metal-Dubai-United-Arab-Emirates"
"Asset Performance Management (APM) Engineer","Advanced Petrochemical Company","Riyadh, Saudi Arabia","5 days ago","Full Time","","Experienced","None","Accounting/Finance - Human Resources - Marketing/PR/Advertising - Performance Management - Accounting - Finance - Engineering - Management - Human Resources (HR) - Information Technology (IT)","https://wuzzuf.net/jobs/p/g/06lwayEZrjds-Asset-Performance-Management-APM-Engineer-Advanced-Petrochemical-Company-Riyadh-Saudi-Arabia"
"DevOps Engineer - AWS","TradeTracker.com","Dubai, United Arab Emirates","2 days ago","Full Time","","Experienced","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/TechnologyComputer Science - Information Technology (IT) - DevOps - Software Development - Software Engineering - Engineering - Computer Engineering","https://wuzzuf.net/jobs/p/g/et9riI7fRqyx-DevOps-Engineer---AWS-TradeTracker-com-Dubai-United-Arab-Emirates"
"Full stack Software Engineer (Laravel)","TradeTracker.com","Dubai, United Arab Emirates","2 days ago","Full Time","","Experienced","Computer Science","Creative/Design/Art - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Software Development - Full Stack - Software Engineering - javaScript - HTML","https://wuzzuf.net/jobs/p/g/Ua4LxdMRELPZ-Full-stack-Software-Engineer-Laravel-TradeTracker-com-Dubai-United-Arab-Emirates"
"Senior PHP Software Engineer - Laravel Specialist","TradeTracker.com","Dubai, United Arab Emirates","2 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Quality - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Software Engineering - Software Development - Engineering - Software Testing - Software","https://wuzzuf.net/jobs/p/g/7q4J9SmYEm8Z-Senior-PHP-Software-Engineer---Laravel-Specialist-TradeTracker-com-Dubai-United-Arab-Emirates"
"OSS Architect","AxiaMetrics","Riyadh, Saudi Arabia","7 days ago","Freelance / Project","","Experienced","computer science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technologycomputer science - information technology (it) - sql - azure - architect - telecommunication","https://wuzzuf.net/jobs/p/g/lSA3F7WivinK-OSS-Architect-AxiaMetrics-Riyadh-Saudi-Arabia"
"Senior Vendor Manager - Appliances, Other Hardlines","Afaq Q Tech General Trading - G11","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","None","IT/Software Development - Project/Program Management - Sales/Retail - Sales - Sales Skills - Customer Service - Project Management - Marketing - Customer Support - Information Technology (IT)","https://wuzzuf.net/jobs/p/g/FhRPMKAFswTu-Senior-Vendor-Manager---Appliances-Other-Hardlines-Afaq-Q-Tech-General-Trading---G11-Riyadh-Saudi-Arabia"
"Senior Front-end Software Engineer TALL stack","TradeTracker.com","Dubai, United Arab Emirates","2 days ago","Full Time","","Experienced","computer science","Creative/Design/Art - IT/Software Development - Engineering - Telecom/Technology - information technology (it)computer science - software development - javascript - css - html - php","https://wuzzuf.net/jobs/p/g/dCpkkBMWEchL-Senior-Front-end-Software-Engineer-TALL-stack-TradeTracker-com-Dubai-United-Arab-Emirates"
"Game Tester Opportunity!","TransPerfect","Riyadh, Saudi Arabia","1 day ago","Freelance / Project","","Entry Level","computer science","IT/Software Development - Quality - Engineering - Telecom/Technology - information technology (it)computer science - software development - software testing - quality assurance - software - testing","https://wuzzuf.net/jobs/p/g/R9Xkb8oXyIQa-Game-Tester-Opportunity-TransPerfect-Riyadh-Saudi-Arabia"
"Product Sales Specialist","aljeel Medical","Riyadh, Saudi Arabia","2 days ago","Full Time","","Entry Level","None","Customer Service/Support - Medical/Healthcare - Sales/Retail - Sales - Sales Skills - Sales Target - Customer Service - Customer Support - Customer Care - Marketing","https://wuzzuf.net/jobs/p/g/qyG8NNpeje1B-Product-Sales-Specialist-aljeel-Medical-Riyadh-Saudi-Arabia"
"Cybersecurity Specialist","PSDSARC","Riyadh, Saudi Arabia","8 days ago","Full Time","","Not specified","computer science","IT/Software Development - Marketing/PR/Advertising - Engineering - Telecom/Technology - information technology (it) - computer engineeringcomputer science - ftp - cyber","https://wuzzuf.net/jobs/p/g/H53XqeYIadfT-Cybersecurity-Specialist-PSDSARC-Riyadh-Saudi-Arabia"
"Regional Customer Success Manager","SRT Marine Systems plc","Makkah, Saudi Arabia","3 days ago","Full Time","","Experienced","None","Customer Service/Support - Operations/Management - Engineering - Telecom/Technology - Customer Service - Customer Care - Customer Support - Sales - Information Technology (IT) - Sales Skills - Account Management","https://wuzzuf.net/jobs/p/g/KMzKAsSSsWKM-Regional-Customer-Success-Manager-SRT-Marine-Systems-plc-Makkah-Saudi-Arabia"
"Therapy Area Partner","Novartis","Makkah, Saudi Arabia","3 days ago","Full Time","","Entry Level","None","IT/Software Development - Marketing/PR/Advertising - Sales/Retail - sales - sales skills - marketing - information technology (it) - management - communication skills - medical","https://wuzzuf.net/jobs/p/g/V4pnnBn0eeL0-Therapy-Area-Partner-Novartis-Makkah-Saudi-Arabia"
"UX Researcher","Boubyan Bank","Kuwait City, Kuwait","5 days ago","Full Time","","Experienced","None","Creative/Design/Art - IT/Software Development - Marketing/PR/Advertising - UX - Information Technology (IT) - Research - UI - Market Research - Marketing - Design","https://wuzzuf.net/jobs/p/g/4WDpezJyqWoL-UX-Researcher-Boubyan-Bank-Kuwait-City-Kuwait"
"Associate - External Audit (UAE Nationals)","Grant Thornton - UAE","Dubai, United Arab Emirates","6 days ago","Full Time","","Entry Level","None","Business Development - Customer Service/Support - Sales/Retail - Sales Skills - Customer Service - Sales Target - Sales - Marketing - Outdoor Sales - Business Development","https://wuzzuf.net/jobs/p/g/AUsEJAde9WnY-Associate---External-Audit-UAE-Nationals-Grant-Thornton---UAE-Dubai-United-Arab-Emirates"
"Performance Team Lead","Media Assembly","Dubai, United Arab Emirates","6 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Quality - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Software Development - Software Engineering - Computer Engineering - javaScript - Agile","https://wuzzuf.net/jobs/p/g/BR4zOJXlXPMd-Performance-Team-Lead-Media-Assembly-Dubai-United-Arab-Emirates"
"Executive Chef","The Ned","Doha, Qatar","23 hours ago","Full Time","","Experienced","Culinary Science","Hospitality/Hotels/Food Services - Operations/Management - Analyst/Research - Chef - Hospitality - Hotels - Microsoft OfficeCulinary Science - Restaurant Management Software - Kitchen","https://wuzzuf.net/jobs/p/g/kqAZcY1k14HM-Executive-Chef-The-Ned-Doha-Qatar"
